date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
05/07/2016 18:00,40.54399872,13.31900024,36.75099945,10.82999992,4.210999966,0,33.60850143
05/07/2016 19:00,34.76399994,9.633000374,31.54999924,7.532000065,2.996000051,0,33.38899994
05/07/2016 20:00,37.19300079,11.72799969,33.07799911,9.515999794,4.254000187,1.246999979,33.38899994
05/07/2016 21:00,39.28699875,12.39799976,35.11600113,9.864999771,4.190000057,1.31099999,33.38899994
05/07/2016 22:00,36.35499954,11.81099987,33.9090004,9.890999794,2.974999905,0,33.16899872
05/07/2016 23:00,40.04100037,12.39799976,37.25999832,10.42700005,2.974999905,0,33.16899872
06/07/2016 00:00,37.44400024,11.47599983,34.44499969,9.43599987,2.974999905,0,33.16899872
06/07/2016 01:00,40.20899963,12.56499958,36.13399887,9.918000221,4.190000057,1.269000053,33.16899872
06/07/2016 02:00,38.44900131,11.97900009,35.54399872,9.918000221,2.815000057,0,32.94950104
06/07/2016 03:00,37.36100006,11.89500046,34.41899872,9.729999542,2.707999945,0,32.94950104
06/07/2016 04:00,38.78499985,11.89500046,34.76699829,9.595999718,2.707999945,0,32.72949982
06/07/2016 05:00,37.10900116,11.56000042,34.98199844,9.890999794,2.772000074,0,32.72949982
06/07/2016 06:00,39.5379982,12.39799976,35.40999985,9.81099987,3.986999989,1.215000033,32.72949982
06/07/2016 07:00,39.70600128,13.06799984,37.18000031,10.88300037,2.772000074,0,32.50999832
06/07/2016 08:00,36.43899918,10.72200012,32.8370018,8.524000168,2.772000074,0,32.29000092
06/07/2016 09:00,40.29199982,14.74300003,38.2519989,12.81299973,2.772000074,0,32.5094986
06/07/2016 10:00,35.76900101,11.22500038,32.32799911,9.248000145,2.772000074,0,32.72949982
06/07/2016 11:00,36.68999863,9.800999641,33.23899841,7.907999992,2.74000001,0,33.38850021
06/07/2016 12:00,36.60699844,10.97399998,34.25799942,9.381999969,2.74000001,0,34.48749924
06/07/2016 13:00,39.20299911,11.3920002,36.64300156,9.461999893,2.74000001,0,34.92649841
06/07/2016 14:00,38.61700058,10.72200012,35.59799957,8.604999542,2.74000001,0,35.36650085
06/07/2016 15:00,43.30799866,13.90499973,41.20000076,11.52600002,2.74000001,0,36.24549866
06/07/2016 16:00,46.57500076,15.1619997,43.02299881,12.35700035,2.74000001,0,33.82799911
06/07/2016 17:00,46.49100113,14.07299995,43.74700165,11.60700035,2.516000032,0,33.38850021
06/07/2016 18:00,48.33399963,14.24100018,43.72000122,10.98999977,3.785000086,1.246999979,33.82799911
06/07/2016 19:00,42.97299957,10.80599976,38.57300186,8.095000267,3.698999882,1.406999946,34.26750183
06/07/2016 20:00,46.90999985,13.06799984,42.24599838,9.890999794,3.816999912,1.279000044,32.94900131
06/07/2016 21:00,46.74300003,14.24100018,44.04199982,11.71399975,2.911000013,0,32.29000092
06/07/2016 22:00,43.81100082,12.89999962,39.13600159,9.81099987,4.125999928,1.258000016,32.94900131
06/07/2016 23:00,43.72700119,13.06799984,39.83300018,10.3739996,3.934000015,0,33.16899872
07/07/2016 00:00,40.04100037,11.97900009,37.01900101,9.704000473,3.934000015,0,33.60850143
07/07/2016 01:00,40.71099854,11.97900009,37.28699875,9.381999969,3.816999912,0,33.60850143
07/07/2016 02:00,41.2140007,12.22999954,38.01100159,9.918000221,2.270999908,0,33.60850143
07/07/2016 03:00,41.38100052,12.48099995,37.76900101,9.864999771,3.645999908,0,32.94950104
07/07/2016 04:00,39.11999893,11.64400005,36.29499817,9.515999794,3.645999908,0,32.94950104
07/07/2016 05:00,39.11999893,11.14099979,36.96500015,9.194000244,2.430999994,0,32.94950104
07/07/2016 06:00,42.80500031,12.7329998,40.31600189,10.56099987,2.430999994,0,33.16899872
07/07/2016 07:00,42.3030014,12.81599998,39.29700089,10.42700005,2.430999994,0,33.16899872
07/07/2016 08:00,38.53300095,10.80599976,36.40200043,9.006999969,2.430999994,0,33.60850143
07/07/2016 09:00,43.72700119,14.15699959,40.58399963,11.63399982,2.430999994,0,34.70700073
07/07/2016 10:00,38.44900131,9.465999603,35.625,7.585999966,2.355999947,0,35.80550003
07/07/2016 11:00,42.13499832,10.47099972,39.83300018,8.550999641,2.355999947,0,38.00299835
07/07/2016 12:00,44.06200027,12.56499958,41.54899979,10.02499962,2.398999929,0,40.20000076
07/07/2016 13:00,45.56999969,13.48700047,42.64799881,10.85599995,2.25999999,0,43.27600098
07/07/2016 14:00,44.39699936,14.49199963,40.98600006,11.63399982,3.486000061,0,48.11000061
07/07/2016 15:00,42.88899994,12.7329998,39.75299835,10.05200005,3.453999996,0,49.86800003
07/07/2016 16:00,45.15100098,16.33499908,42.45999908,12.51799965,2.227999926,0,48.98899841
07/07/2016 17:00,49.00400162,15.91600037,45.43600082,12.76000023,3.507999897,0,45.9129982
07/07/2016 18:00,48.75299835,14.57600021,44.8730011,11.52600002,3.507999897,0,43.71549988
07/07/2016 19:00,42.21900177,10.47099972,39.72600174,8.496999741,2.25999999,0,42.39749908
07/07/2016 20:00,46.15599823,12.89999962,42.11199951,10.07900047,3.496999979,0,41.29899979
07/07/2016 21:00,50.00899887,14.6590004,45.86500168,11.20499992,3.753000021,1.236999989,40.20050049
07/07/2016 22:00,46.82600021,14.74300003,44.41699982,12.22299957,2.579999924,0,39.32149887
07/07/2016 23:00,45.23500061,13.90499973,43.02299881,11.71399975,2.664999962,0,38.88150024
08/07/2016 00:00,44.73199844,13.90499973,42.43399811,11.74100018,1.31099999,0,38.22299957
08/07/2016 01:00,41.79999924,12.56499958,40.85200119,10.93700027,0,0,38.00299835
08/07/2016 02:00,43.14099884,12.98400021,40.02099991,10.23999977,2.559000015,0,37.56349945
08/07/2016 03:00,41.7159996,12.56499958,39.61899948,10.05200005,2.559000015,0,37.12400055
08/07/2016 04:00,40.79499817,12.31400013,38.59999847,10.45400047,1.962000012,0,36.68450165
08/07/2016 05:00,38.78499985,11.14099979,36.80400085,9.461999893,1.950999975,0,36.24549866
08/07/2016 06:00,40.29199982,11.47599983,37.50099945,9.543000221,1.950999975,0,36.24549866
08/07/2016 07:00,42.13499832,12.89999962,40.39599991,10.77600002,1.215000033,0,36.46500015
08/07/2016 08:00,41.7159996,11.89500046,39.72600174,9.838000298,2.430999994,0,37.78300095
08/07/2016 09:00,42.38700104,14.40799999,41.38800049,12.6260004,0,0,39.10150146
08/07/2016 10:00,47.4129982,15.58100033,44.73899841,12.89400005,2.505000114,0,40.85950089
08/07/2016 11:00,52.43899918,17.9260006,50.8769989,15.01099968,2.505000114,0,43.05649948
08/07/2016 12:00,49.50699997,16,47.47299957,13.18799973,1.258000016,0,44.59500122
08/07/2016 13:00,50.00899887,16.08300018,47.68700027,13.3760004,2.483999968,0,45.69350052
08/07/2016 14:00,48.08300018,16.08300018,45.89099884,13.34899998,2.494999886,0,47.23099899
08/07/2016 15:00,51.01499939,17.67499924,48.73300171,14.58199978,2.494999886,0,48.54999924
08/07/2016 16:00,50.93099976,17.9260006,48.7859993,14.79699993,2.494999886,0,47.01200104
08/07/2016 17:00,50.76300049,17.42399979,48.09000015,14.3409996,2.494999886,0,46.35250092
08/07/2016 18:00,51.60100174,16.92099953,49.67100143,13.88500023,1.279000044,0,45.25400162
08/07/2016 19:00,45.06700134,13.15200043,43.80099869,10.93700027,1.332999945,0,43.9355011
08/07/2016 20:00,47.32899857,13.06799984,45.97200012,11.0710001,1.215000033,0,42.61700058
08/07/2016 21:00,52.27099991,16.92099953,50.55599976,14.07299995,1.215000033,0,41.29899979
08/07/2016 22:00,50.26100159,16.33499908,48.09000015,13.51000023,2.430999994,0,40.41999817
08/07/2016 23:00,47.49599838,14.91100025,45.7840004,12.33100033,2.430999994,0,39.98049927
09/07/2016 00:00,44.81600189,13.98900032,42.35300064,11.63399982,2.430999994,0,39.32149887
09/07/2016 01:00,44.06200027,13.98900032,41.76300049,11.84799957,1.43900001,0,38.66199875
09/07/2016 02:00,43.05699921,13.48700047,42.11199951,11.76799965,0,0,38.22249985
09/07/2016 03:00,43.72700119,13.82199955,41.14699936,11.47299957,1.246999979,0,37.56349945
09/07/2016 04:00,42.97299957,13.56999969,41.22700119,11.63399982,1.246999979,0,37.12400055
09/07/2016 05:00,41.54899979,12.81599998,40.45000076,11.0170002,0,0,36.68450165
09/07/2016 06:00,42.21900177,13.15200043,41.38800049,11.47299957,0,0,36.46500015
09/07/2016 07:00,42.80500031,13.65400028,41.70999908,12.06299973,0,0,36.46500015
09/07/2016 08:00,40.79499817,11.89500046,38.76100159,10.02499962,1.269000053,0,37.56349945
09/07/2016 09:00,43.47600174,13.40299988,42.16500092,11.66100025,0,0,38.22249985
09/07/2016 10:00,47.91500092,15.58100033,45.27500153,12.6789999,2.463000059,0,39.54100037
09/07/2016 11:00,50.59600067,16.58600044,48.62599945,13.4829998,2.463000059,0,40.63999939
09/07/2016 12:00,51.43399811,16.75399971,49.10800171,13.9119997,2.463000059,0,42.8370018
09/07/2016 13:00,49.92599869,16.33499908,48.67900085,13.9119997,2.463000059,0,42.8370018
09/07/2016 14:00,50.76300049,16.58600044,47.875,13.5909996,2.52699995,0,42.61700058
09/07/2016 15:00,49.50699997,17.0890007,47.44599915,14.15299988,2.52699995,0,43.49599838
09/07/2016 16:00,51.43399811,21.02599907,48.73300171,17.74500084,2.52699995,0,44.1554985
09/07/2016 17:00,52.10400009,20.77400017,49.61700058,17.42399979,2.52699995,0,43.05649948
09/07/2016 18:00,47.66400146,17.00499916,45.19400024,14.39500046,2.52699995,0,42.17750168
09/07/2016 19:00,46.4070015,16.41900063,44.68500137,13.83199978,3.197999954,0,41.29899979
09/07/2016 20:00,47.24499893,17.67499924,45.46300125,14.93099976,1.225999951,0,40.63949966
09/07/2016 21:00,47.4129982,16.16699982,45.65000153,13.4829998,2.463000059,0,40.41999817
09/07/2016 22:00,47.91500092,18.51300049,45.73099899,15.38700008,2.463000059,1.236999989,40.20050049
09/07/2016 23:00,47.24499893,17.9260006,44.60499954,14.98400021,2.463000059,0,39.76050186
10/07/2016 00:00,44.39699936,16.75399971,41.49499893,13.9119997,2.463000059,0,39.32149887
10/07/2016 01:00,43.05699921,15.58100033,40.36899948,12.78600025,2.463000059,0,38.88150024
10/07/2016 02:00,41.63299942,14.82699966,39.13600159,12.33100033,2.463000059,0,38.44250107
10/07/2016 03:00,41.04600143,14.99400043,38.76100159,12.76000023,2.463000059,0,38.00299835
10/07/2016 04:00,39.11999893,14.32400036,35.75899887,11.8210001,2.463000059,0,37.56349945
10/07/2016 05:00,40.37599945,14.6590004,37.42100143,12.46500015,2.463000059,0,36.68450165
10/07/2016 06:00,41.46500015,14.91100025,38.0909996,12.49100018,2.463000059,0,36.68450165
10/07/2016 07:00,39.62200165,14.24100018,37.44800186,12.3039999,1.353999972,0,36.68450165
10/07/2016 08:00,37.44400024,13.06799984,34.98199844,11.1239996,1.353999972,0,36.90449905
10/07/2016 09:00,42.72200012,15.74800014,40.18199921,13.34899998,2.611999989,0,37.34349823
10/07/2016 10:00,42.80500031,14.82699966,40.7179985,12.51799965,2.611999989,0,37.78350067
10/07/2016 11:00,46.82600021,15.24600029,44.01499939,12.54500008,2.601000071,0,37.56349945
10/07/2016 12:00,45.65399933,16.41900063,44.4980011,14.26099968,1.343000054,0,39.10150146
10/07/2016 13:00,48.08300018,17.84300041,45.75699997,15.03800011,2.463000059,0,39.98049927
10/07/2016 14:00,48.66899872,19.01499939,46.66899872,16.40500069,1.31099999,0,40.85950089
10/07/2016 15:00,49.3390007,19.2670002,47.125,16.19099998,2.52699995,0,41.73849869
10/07/2016 16:00,49.00400162,18.01000023,46.90999985,15.52099991,2.52699995,0,42.61700058
10/07/2016 17:00,51.76900101,18.76399994,49.32300186,15.78899956,2.52699995,0,41.95800018
10/07/2016 18:00,52.60599899,18.76399994,49.64400101,15.62800026,2.52699995,0,41.51850128
10/07/2016 19:00,46.0719986,14.99400043,44.22900009,12.49100018,2.52699995,0,41.07949829
10/07/2016 20:00,50.93099976,18.51300049,48.38399887,15.52099991,2.707999945,0,40.20050049
10/07/2016 21:00,54.86800003,20.3560009,51.30599976,16.64599991,2.707999945,0,39.76050186
10/07/2016 22:00,49.17200089,17.9260006,46.9640007,15.14500046,2.707999945,0,39.32149887
10/07/2016 23:00,49.42300034,18.26099968,46.05199814,15.01099968,2.707999945,0,39.10150146
11/07/2016 00:00,45.98899841,16.92099953,43.80099869,14.36800003,2.451999903,0,38.88150024
11/07/2016 01:00,44.73199844,16.41900063,42.4070015,14.07299995,2.451999903,0,38.44250107
11/07/2016 02:00,42.80500031,15.83199978,41.89699936,13.77799988,1.258000016,0,38.00299835
11/07/2016 03:00,43.64300156,16.16699982,41.81700134,13.80500031,1.225999951,0,37.56349945
11/07/2016 04:00,40.6269989,14.91100025,39.5379982,13.13500023,1.225999951,0,37.34400177
11/07/2016 05:00,42.80500031,15.74800014,40.77199936,13.67099953,1.396999955,0,37.12400055
11/07/2016 06:00,43.05699921,15.07800007,41.60300064,12.94699955,1.215000033,0,37.12400055
11/07/2016 07:00,42.38700104,16.16699982,41.17399979,13.88500023,1.215000033,0,37.12400055
11/07/2016 08:00,41.63299942,15.1619997,40.52999878,13.18799973,1.225999951,0,35.58599854
11/07/2016 09:00,41.63299942,14.57600021,40.45000076,12.89400005,0,0,34.48749924
11/07/2016 10:00,39.0359993,11.22500038,37.55500031,9.595999718,1.269000053,0,35.36650085
11/07/2016 11:00,41.54899979,11.64400005,40.20899963,9.890999794,1.236999989,0,34.92649841
11/07/2016 12:00,42.80500031,13.06799984,41.68299866,11.3920002,0,0,35.80550003
11/07/2016 13:00,46.90999985,17.9260006,45.91799927,15.65499973,0,0,38.22299957
11/07/2016 14:00,49.08800125,18.51300049,47.875,16.21699905,1.225999951,0,40.41999817
11/07/2016 15:00,48.5019989,19.01499939,47.04399872,16.37800026,1.225999951,0,41.07949829
11/07/2016 16:00,50.51200104,19.60199928,49.24200058,16.86100006,1.300999999,0,42.8370018
11/07/2016 17:00,52.35499954,19.43400002,50.85100174,16.67300034,1.36500001,0,42.61700058
11/07/2016 18:00,51.34999847,18.68000031,49.56399918,16.00300026,1.225999951,0,41.51850128
11/07/2016 19:00,45.90499878,15.74800014,43.77399826,13.45600033,2.494999886,0,40.41999817
11/07/2016 20:00,49.75799942,17.34000015,47.125,14.74300003,2.494999886,0,39.32149887
11/07/2016 21:00,47.32899857,16.58600044,45.0340004,13.85900021,2.494999886,0,38.88150024
11/07/2016 22:00,48.08300018,17.75900078,45.00699997,14.74300003,2.494999886,0,38.44250107
11/07/2016 23:00,46.49100113,16.92099953,44.4980011,14.3409996,2.494999886,0,38.44250107
12/07/2016 00:00,46.32400131,16.75399971,43.10400009,14.10000038,2.494999886,0,38.44250107
12/07/2016 01:00,43.97800064,16.08300018,40.69100189,13.45600033,2.559000015,0,38.22249985
12/07/2016 02:00,43.05699921,14.99400043,41.06600189,13.1079998,1.289999962,0,38.00299835
12/07/2016 03:00,42.80500031,15.66499996,39.61899948,13.1079998,2.622999907,0,37.78350067
12/07/2016 04:00,44.14599991,16.83699989,41.17399979,14.20699978,2.622999907,0,37.56349945
12/07/2016 05:00,40.29199982,15.24600029,38.2519989,13.08100033,2.622999907,0,37.12400055
12/07/2016 06:00,43.22399902,15.83199978,40.26200104,13.32199955,2.622999907,0,37.12400055
12/07/2016 07:00,41.63299942,14.82699966,39.32400131,12.94699955,1.215000033,0,36.90449905
12/07/2016 08:00,38.36600113,12.56499958,37.28699875,10.90999985,1.215000033,0,37.56349945
12/07/2016 09:00,44.56499863,15.66499996,43.47900009,13.64400005,0,0,39.54100037
12/07/2016 10:00,44.81600189,14.6590004,43.61299896,12.70600033,1.215000033,0,41.73799896
12/07/2016 11:00,50.59600067,17.67499924,49.50999832,15.33300018,0,0,44.1554985
12/07/2016 12:00,47.91500092,16.75399971,46.93700027,14.50199986,0,0,46.57249832
12/07/2016 13:00,47.91500092,16.83699989,45.75699997,14.07299995,1.246999979,0,47.01150131
12/07/2016 14:00,51.51699829,18.93199921,49.77799988,16.19099998,2.483999968,0,49.42900085
12/07/2016 15:00,51.34999847,18.93199921,49.18899918,16.05699921,1.225999951,0,49.20899963
12/07/2016 16:00,50.34500122,17.75900078,47.84799957,14.7159996,2.440999985,0,47.45100021
12/07/2016 17:00,53.19300079,19.01499939,50.74300003,15.70800018,2.440999985,0,47.01150131
12/07/2016 18:00,51.43399811,17.0890007,49.32300186,14.39500046,2.440999985,0,46.35250092
12/07/2016 19:00,48.33399963,15.1619997,45.59700012,12.46500015,2.440999985,0,45.25400162
